"","gutenberg_id","text"
"46",1661,"study in scarlet , i was seized with a keen desire to see holmes"
"47",1661,"again , and to know how he was employing his extraordinary powers ."
"48",1661,"his rooms were brilliantly lit , and , even as i looked up , i saw"
"49",1661,"his tall , spare figure pass twice in a dark silhouette against"
"50",1661,"the blind . he was pacing the room swiftly , eagerly , with his head"
"51",1661,"sunk upon his chest and his hands clasped behind him . to me , who"
"52",1661,"knew his every mood and habit , his attitude and manner told their"
"53",1661,"own story . he was at work again . he had risen out of his"
"54",1661,"drugcreated dreams and was hot upon the scent of some new"
"55",1661,"problem . i rang the bell and was shown up to the chamber which"
"56",1661,"had formerly been in part my own ."
"57",1661,"his manner was not effusive . it seldom was but he was glad , i"
"58",1661,"think , to see me . with hardly a word spoken , but with a kindly"
"59",1661,"eye , he waved me to an armchair , threw across his case of cigars ,"
"60",1661,"and indicated a spirit case and a gasogene in the corner . then he"
"61",1661,"stood before the fire and looked me over in his singular"
"62",1661,"introspective fashion ."
"63",1661,"wedlock suits you , he remarked . i think , watson , that you have"
"64",1661,"put on seven and a half pounds since i saw you ."
"65",1661,"seven ! i answered ."
"66",1661,"indeed , i should have thought a little more . just a trifle more ,"
"67",1661,"i fancy , watson . and in practice again , i observe . you did not"
"68",1661,"tell me that you intended to go into harness ."
"69",1661,"then , how do you know"
"70",1661,"i see it , i deduce it . how do i know that you have been getting"
"71",1661,"yourself very wet lately , and that you have a most clumsy and"
"72",1661,"careless servant girl"
"73",1661,"my dear holmes , said i , this is too much . you would certainly"
"74",1661,"have been burned , had you lived a few centuries ago . it is true"
"75",1661,"that i had a country walk on thursday and came home in a dreadful"
"76",1661,"mess , but as i have changed my clothes i cant imagine how you"
"77",1661,"deduce it . as to mary jane , she is incorrigible , and my wife has"
"78",1661,"given her notice , but there , again , i fail to see how you work it"
"79",1661,"out ."
"80",1661,"he chuckled to himself and rubbed his long , nervous hands"
"81",1661,"together ."
"82",1661,"it is simplicity itself , said he my eyes tell me that on the"
"83",1661,"inside of your left shoe , just where the firelight strikes it ,"
"84",1661,"the leather is scored by six almost parallel cuts . obviously they"
"85",1661,"have been caused by someone who has very carelessly scraped round"
"86",1661,"the edges of the sole in order to remove crusted mud from it ."
"87",1661,"hence , you see , my double deduction that you had been out in vile"
"88",1661,"weather , and that you had a particularly malignant bootslitting"
"89",1661,"specimen of the london slavey . as to your practice , if a"
"90",1661,"gentleman walks into my rooms smelling of iodoform , with a black"
"91",1661,"mark of nitrate of silver upon his right forefinger , and a bulge"
"92",1661,"on the right side of his tophat to show where he has secreted"
"93",1661,"his stethoscope , i must be dull , indeed , if i do not pronounce"
"94",1661,"him to be an active member of the medical profession ."
"95",1661,"i could not help laughing at the ease with which he explained his"
"96",1661,"process of deduction . when i hear you give your reasons , i"
"97",1661,"remarked , the thing always appears to me to be so ridiculously"
"98",1661,"simple that i could easily do it myself , though at each"
"99",1661,"successive instance of your reasoning i am baffled until you"
"100",1661,"explain your process . and yet i believe that my eyes are as good"
"101",1661,"as yours ."
"102",1661,"quite so , he answered , lighting a cigarette , and throwing"
"103",1661,"himself down into an armchair . you see , but you do not observe ."
"104",1661,"the distinction is clear . for example , you have frequently seen"
"105",1661,"the steps which lead up from the hall to this room ."
"106",1661,"frequently ."
"107",1661,"how often"
"108",1661,"well , some hundreds of times ."
"109",1661,"then how many are there"
"110",1661,"how many i dont know ."
"111",1661,"quite so ! you have not observed . and yet you have seen . that is"
"112",1661,"just my point . now , i know that there are seventeen steps ,"
"113",1661,"because i have both seen and observed . bytheway , since you are"
"114",1661,"interested in these little problems , and since you are good"
"115",1661,"enough to chronicle one or two of my trifling experiences , you"
"116",1661,"may be interested in this . he threw over a sheet of thick ,"
"117",1661,"pinktinted notepaper which had been lying open upon the table ."
"118",1661,"it came by the last post , said he . read it aloud ."
"119",1661,"the note was undated , and without either signature or address ."
"120",1661,"there will call upon you tonight , at a quarter to eight"
"121",1661,"oclock , it said , a gentleman who desires to consult you upon a"
"122",1661,"matter of the very deepest moment . your recent services to one of"
"123",1661,"the royal houses of europe have shown that you are one who may"
"124",1661,"safely be trusted with matters which are of an importance which"
"125",1661,"can hardly be exaggerated . this account of you we have from all"
"126",1661,"quarters received . be in your chamber then at that hour , and do"
"127",1661,"not take it amiss if your visitor wear a mask ."
"128",1661,"this is indeed a mystery , i remarked . what do you imagine that"
"129",1661,"it means"
"130",1661,"i have no data yet . it is a capital mistake to theorize before"
"131",1661,"one has data . insensibly one begins to twist facts to suit"
"132",1661,"theories , instead of theories to suit facts . but the note itself ."
"133",1661,"what do you deduce from it"
"134",1661,"i carefully examined the writing , and the paper upon which it was"
"135",1661,"written ."
"136",1661,"the man who wrote it was presumably well to do , i remarked ,"
"137",1661,"endeavouring to imitate my companions processes . such paper"
"138",1661,"could not be bought under half a crown a packet . it is peculiarly"
"139",1661,"strong and stiff ."
"140",1661,"peculiar that is the very word , said holmes . it is not an"
"141",1661,"english paper at all . hold it up to the light ."
"142",1661,"i did so , and saw a large e with a small g , a p , and a"
"143",1661,"large g with a small t woven into the texture of the paper ."
"144",1661,"what do you make of that asked holmes ."
"145",1661,"the name of the maker , no doubt or his monogram , rather ."
"146",1661,"not at all . the g with the small t stands for"
"147",1661,"gesellschaft , which is the german for company . it is a"
"148",1661,"customary contraction like our co . p , of course , stands for"
"149",1661,"papier . now for the eg . let us glance at our continental"
"150",1661,"gazetteer . he took down a heavy brown volume from his shelves ."
"151",1661,"eglow , eglonitz here we are , egria . it is in a germanspeaking"
"152",1661,"country in bohemia , not far from carlsbad . remarkable as being"
"153",1661,"the scene of the death of wallenstein , and for its numerous"
"154",1661,"glassfactories and papermills . ha , ha , my boy , what do you"
"155",1661,"make of that his eyes sparkled , and he sent up a great blue"
"156",1661,"triumphant cloud from his cigarette ."
"157",1661,"the paper was made in bohemia , i said ."
"158",1661,"precisely . and the man who wrote the note is a german . do you"
"159",1661,"note the peculiar construction of the sentence this account of"
"160",1661,"you we have from all quarters received . a frenchman or russian"
"161",1661,"could not have written that . it is the german who is so"
"162",1661,"uncourteous to his verbs . it only remains , therefore , to discover"
"163",1661,"what is wanted by this german who writes upon bohemian paper and"
"164",1661,"prefers wearing a mask to showing his face . and here he comes , if"
"165",1661,"i am not mistaken , to resolve all our doubts ."
"166",1661,"as he spoke there was the sharp sound of horses hoofs and"
"167",1661,"grating wheels against the curb , followed by a sharp pull at the"
"168",1661,"bell . holmes whistled ."
"169",1661,"a pair , by the sound , said he . yes , he continued , glancing"
"170",1661,"out of the window . a nice little brougham and a pair of"
"171",1661,"beauties . a hundred and fifty guineas apiece . theres money in"
"172",1661,"this case , watson , if there is nothing else ."
"173",1661,"i think that i had better go , holmes ."
"174",1661,"not a bit , doctor . stay where you are . i am lost without my"
"175",1661,"boswell . and this promises to be interesting . it would be a pity"
"176",1661,"to miss it ."
"177",1661,"but your client "
"178",1661,"never mind him . i may want your help , and so may he . here he"
"179",1661,"comes . sit down in that armchair , doctor , and give us your best"
"180",1661,"attention ."
"181",1661,"a slow and heavy step , which had been heard upon the stairs and"
"182",1661,"in the passage , paused immediately outside the door . then there"
"183",1661,"was a loud and authoritative tap ."
"184",1661,"come in ! said holmes ."
"185",1661,"a man entered who could hardly have been less than six feet six"
"186",1661,"inches in height , with the chest and limbs of a hercules . his"
"187",1661,"dress was rich with a richness which would , in england , be looked"
"188",1661,"upon as akin to bad taste . heavy bands of astrakhan were slashed"
"189",1661,"across the sleeves and fronts of his doublebreasted coat , while"
"190",1661,"the deep blue cloak which was thrown over his shoulders was lined"
"191",1661,"with flamecoloured silk and secured at the neck with a brooch"
"192",1661,"which consisted of a single flaming beryl . boots which extended"
"193",1661,"halfway up his calves , and which were trimmed at the tops with"
"194",1661,"rich brown fur , completed the impression of barbaric opulence"
"195",1661,"which was suggested by his whole appearance . he carried a"
"196",1661,"broadbrimmed hat in his hand , while he wore across the upper"
"197",1661,"part of his face , extending down past the cheekbones , a black"
"198",1661,"vizard mask , which he had apparently adjusted that very moment ,"
"199",1661,"for his hand was still raised to it as he entered . from the lower"
"200",1661,"part of the face he appeared to be a man of strong character ,"
"201",1661,"with a thick , hanging lip , and a long , straight chin suggestive"
"202",1661,"of resolution pushed to the length of obstinacy ."
"203",1661,"you had my note he asked with a deep harsh voice and a"
"204",1661,"strongly marked german accent . i told you that i would call . he"
"205",1661,"looked from one to the other of us , as if uncertain which to"
"206",1661,"address ."
"207",1661,"pray take a seat , said holmes . this is my friend and"
"208",1661,"colleague , dr . watson , who is occasionally good enough to help me"
"209",1661,"in my cases . whom have i the honour to address"
"210",1661,"you may address me as the count von kramm , a bohemian nobleman ."
"211",1661,"i understand that this gentleman , your friend , is a man of honour"
"212",1661,"and discretion , whom i may trust with a matter of the most"
"213",1661,"extreme importance . if not , i should much prefer to communicate"
"214",1661,"with you alone ."
"215",1661,"i rose to go , but holmes caught me by the wrist and pushed me"
"216",1661,"back into my chair . it is both , or none , said he . you may say"
"217",1661,"before this gentleman anything which you may say to me ."
"218",1661,"the count shrugged his broad shoulders . then i must begin , said"
"219",1661,"he , by binding you both to absolute secrecy for two years at"
"220",1661,"the end of that time the matter will be of no importance . at"
"221",1661,"present it is not too much to say that it is of such weight it"
"222",1661,"may have an influence upon european history ."
"223",1661,"i promise , said holmes ."
"224",1661,"and i ."
"225",1661,"you will excuse this mask , continued our strange visitor . the"
"226",1661,"august person who employs me wishes his agent to be unknown to"
"227",1661,"you , and i may confess at once that the title by which i have"
"228",1661,"just called myself is not exactly my own ."
"229",1661,"i was aware of it , said holmes dryly ."
"230",1661,"the circumstances are of great delicacy , and every precaution"
"231",1661,"has to be taken to quench what might grow to be an immense"
"232",1661,"scandal and seriously compromise one of the reigning families of"
"233",1661,"europe . to speak plainly , the matter implicates the great house"
"234",1661,"of ormstein , hereditary kings of bohemia ."
"235",1661,"i was also aware of that , murmured holmes , settling himself"
"236",1661,"down in his armchair and closing his eyes ."
"237",1661,"our visitor glanced with some apparent surprise at the languid ,"
"238",1661,"lounging figure of the man who had been no doubt depicted to him"
"239",1661,"as the most incisive reasoner and most energetic agent in europe ."
"240",1661,"holmes slowly reopened his eyes and looked impatiently at his"
"241",1661,"gigantic client ."
"242",1661,"if your majesty would condescend to state your case , he"
"243",1661,"remarked , i should be better able to advise you ."
"244",1661,"the man sprang from his chair and paced up and down the room in"
"245",1661,"uncontrollable agitation . then , with a gesture of desperation , he"
"246",1661,"tore the mask from his face and hurled it upon the ground . you"
"247",1661,"are right , he cried i am the king . why should i attempt to"
"248",1661,"conceal it"
"249",1661,"why , indeed murmured holmes . your majesty had not spoken"
"250",1661,"before i was aware that i was addressing wilhelm gottsreich"
"251",1661,"sigismond von ormstein , grand duke of casselfelstein , and"
"252",1661,"hereditary king of bohemia ."
"253",1661,"but you can understand , said our strange visitor , sitting down"
"254",1661,"once more and passing his hand over his high white forehead , you"
"255",1661,"can understand that i am not accustomed to doing such business in"
"256",1661,"my own person . yet the matter was so delicate that i could not"
"257",1661,"confide it to an agent without putting myself in his power . i"
"258",1661,"have come incognito from prague for the purpose of consulting"
"259",1661,"you ."
"260",1661,"then , pray consult , said holmes , shutting his eyes once more ."
"261",1661,"the facts are briefly these some five years ago , during a"
"262",1661,"lengthy visit to warsaw , i made the acquaintance of the wellknown"
"263",1661,"adventuress , irene adler . the name is no doubt familiar to you ."
"264",1661,"kindly look her up in my index , doctor , murmured holmes without"
"265",1661,"opening his eyes . for many years he had adopted a system of"
"266",1661,"docketing all paragraphs concerning men and things , so that it"
"267",1661,"was difficult to name a subject or a person on which he could not"
"268",1661,"at once furnish information . in this case i found her biography"
"269",1661,"sandwiched in between that of a hebrew rabbi and that of a"
"270",1661,"staffcommander who had written a monograph upon the deepsea"
"271",1661,"fishes ."
"272",1661,"let me see ! said holmes . hum ! born in new jersey in the year"
"273",1661," . contralto hum ! la scala , hum ! prima donna imperial opera"
"274",1661,"of warsaw yes ! retired from operatic stageha ! living in"
"275",1661,"london quite so ! your majesty , as i understand , became entangled"
"276",1661,"with this young person , wrote her some compromising letters , and"
"277",1661,"is now desirous of getting those letters back ."
"278",1661,"precisely so . but how "
"279",1661,"was there a secret marriage"
"280",1661,"none ."
"281",1661,"no legal papers or certificates"
"282",1661,"none ."
"283",1661,"then i fail to follow your majesty . if this young person should"
"284",1661,"produce her letters for blackmailing or other purposes , how is"
"285",1661,"she to prove their authenticity"
"286",1661,"there is the writing ."
"287",1661,"pooh , pooh ! forgery ."
"288",1661,"my private notepaper ."
"289",1661,"stolen ."
"290",1661,"my own seal ."
"291",1661,"imitated ."
"292",1661,"my photograph ."
"293",1661,"bought ."
"294",1661,"we were both in the photograph ."
"295",1661,"oh , dear ! that is very bad ! your majesty has indeed committed an"
"296",1661,"indiscretion ."
"297",1661,"i was mad insane ."
"298",1661,"you have compromised yourself seriously ."
"299",1661,"i was only crown prince then . i was young . i am but thirty now ."
"300",1661,"it must be recovered ."
"301",1661,"we have tried and failed ."
"302",1661,"your majesty must pay . it must be bought ."
"303",1661,"she will not sell ."
"304",1661,"stolen , then ."
"305",1661,"five attempts have been made . twice burglars in my pay ransacked"
"306",1661,"her house . once we diverted her luggage when she travelled . twice"
"307",1661,"she has been waylaid . there has been no result ."
"308",1661,"no sign of it"
"309",1661,"absolutely none ."
"310",1661,"holmes laughed . it is quite a pretty little problem , said he ."
"311",1661,"but a very serious one to me , returned the king reproachfully ."
"312",1661,"very , indeed . and what does she propose to do with the"
"313",1661,"photograph"
"314",1661,"to ruin me ."
"315",1661,"but how"
"316",1661,"i am about to be married ."
"317",1661,"so i have heard ."
"318",1661,"to clotilde lothman von saxemeningen , second daughter of the"
"319",1661,"king of scandinavia . you may know the strict principles of her"
"320",1661,"family . she is herself the very soul of delicacy . a shadow of a"
"321",1661,"doubt as to my conduct would bring the matter to an end ."
"322",1661,"and irene adler"
"323",1661,"threatens to send them the photograph . and she will do it . i"
"324",1661,"know that she will do it . you do not know her , but she has a soul"
"325",1661,"of steel . she has the face of the most beautiful of women , and"
"326",1661,"the mind of the most resolute of men . rather than i should marry"
"327",1661,"another woman , there are no lengths to which she would not"
"328",1661,"go none ."
"329",1661,"you are sure that she has not sent it yet"
"330",1661,"i am sure ."
"331",1661,"and why"
"332",1661,"because she has said that she would send it on the day when the"
"333",1661,"betrothal was publicly proclaimed . that will be next monday ."
"334",1661,"oh , then we have three days yet , said holmes with a yawn . that"
"335",1661,"is very fortunate , as i have one or two matters of importance to"
"336",1661,"look into just at present . your majesty will , of course , stay in"
"337",1661,"london for the present"
"338",1661,"certainly . you will find me at the langham under the name of the"
"339",1661,"count von kramm ."
"340",1661,"then i shall drop you a line to let you know how we progress ."
"341",1661,"pray do so . i shall be all anxiety ."
"342",1661,"then , as to money"
"343",1661,"you have carte blanche ."
"344",1661,"absolutely"
"345",1661,"i tell you that i would give one of the provinces of my kingdom"
"346",1661,"to have that photograph ."
"347",1661,"and for present expenses"
"348",1661,"the king took a heavy chamois leather bag from under his cloak"
"349",1661,"and laid it on the table ."
"350",1661,"there are three hundred pounds in gold and seven hundred in"
"351",1661,"notes , he said ."
"352",1661,"holmes scribbled a receipt upon a sheet of his notebook and"
"353",1661,"handed it to him ."
"354",1661,"and mademoiselles address he asked ."
"355",1661,"is briony lodge , serpentine avenue , st . johns wood ."
"356",1661,"holmes took a note of it . one other question , said he . was the"
"357",1661,"photograph a cabinet"
"358",1661,"it was ."
"359",1661,"then , goodnight , your majesty , and i trust that we shall soon"
"360",1661,"have some good news for you . and goodnight , watson , he added ,"
"361",1661,"as the wheels of the royal brougham rolled down the street . if"
"362",1661,"you will be good enough to call tomorrow afternoon at three"
"363",1661,"oclock i should like to chat this little matter over with you ."
"364",1661,"ii ."
"365",1661,"at three oclock precisely i was at baker street , but holmes had"
"366",1661,"not yet returned . the landlady informed me that he had left the"
"367",1661,"house shortly after eight oclock in the morning . i sat down"
"368",1661,"beside the fire , however , with the intention of awaiting him ,"
"369",1661,"however long he might be . i was already deeply interested in his"
"370",1661,"inquiry , for , though it was surrounded by none of the grim and"
"371",1661,"strange features which were associated with the two crimes which"
"372",1661,"i have already recorded , still , the nature of the case and the"
"373",1661,"exalted station of his client gave it a character of its own ."
"374",1661,"indeed , apart from the nature of the investigation which my"
"375",1661,"friend had on hand , there was something in his masterly grasp of"
"376",1661,"a situation , and his keen , incisive reasoning , which made it a"
"377",1661,"pleasure to me to study his system of work , and to follow the"
"378",1661,"quick , subtle methods by which he disentangled the most"
"379",1661,"inextricable mysteries . so accustomed was i to his invariable"
"380",1661,"success that the very possibility of his failing had ceased to"
"381",1661,"enter into my head ."
"382",1661,"it was close upon four before the door opened , and a"
"383",1661,"drunkenlooking groom , illkempt and sidewhiskered , with an"
"384",1661,"inflamed face and disreputable clothes , walked into the room ."
"385",1661,"accustomed as i was to my friends amazing powers in the use of"
"386",1661,"disguises , i had to look three times before i was certain that it"
"387",1661,"was indeed he . with a nod he vanished into the bedroom , whence he"
"388",1661,"emerged in five minutes tweedsuited and respectable , as of old ."
"389",1661,"putting his hands into his pockets , he stretched out his legs in"
"390",1661,"front of the fire and laughed heartily for some minutes ."
"391",1661,"well , really ! he cried , and then he choked and laughed again"
"392",1661,"until he was obliged to lie back , limp and helpless , in the"
"393",1661,"chair ."
"394",1661,"what is it"
"395",1661,"its quite too funny . i am sure you could never guess how i"
"396",1661,"employed my morning , or what i ended by doing ."
"397",1661,"i cant imagine . i suppose that you have been watching the"
"398",1661,"habits , and perhaps the house , of miss irene adler ."
"399",1661,"quite so but the sequel was rather unusual . i will tell you ,"
"400",1661,"however . i left the house a little after eight oclock this"
"401",1661,"morning in the character of a groom out of work . there is a"
"402",1661,"wonderful sympathy and freemasonry among horsey men . be one of"
"403",1661,"them , and you will know all that there is to know . i soon found"
"404",1661,"briony lodge . it is a bijou villa , with a garden at the back , but"
"405",1661,"built out in front right up to the road , two stories . chubb lock"
"406",1661,"to the door . large sittingroom on the right side , well"
"407",1661,"furnished , with long windows almost to the floor , and those"
"408",1661,"preposterous english window fasteners which a child could open ."
"409",1661,"behind there was nothing remarkable , save that the passage window"
"410",1661,"could be reached from the top of the coachhouse . i walked round"
"411",1661,"it and examined it closely from every point of view , but without"
"412",1661,"noting anything else of interest ."
"413",1661,"i then lounged down the street and found , as i expected , that"
"414",1661,"there was a mews in a lane which runs down by one wall of the"
"415",1661,"garden . i lent the ostlers a hand in rubbing down their horses ,"
"416",1661,"and received in exchange twopence , a glass of half and half , two"
"417",1661,"fills of shag tobacco , and as much information as i could desire"
"418",1661,"about miss adler , to say nothing of half a dozen other people in"
"419",1661,"the neighbourhood in whom i was not in the least interested , but"
"420",1661,"whose biographies i was compelled to listen to ."
"421",1661,"and what of irene adler i asked ."
"422",1661,"oh , she has turned all the mens heads down in that part . she is"
"423",1661,"the daintiest thing under a bonnet on this planet . so say the"
"424",1661,"serpentinemews , to a man . she lives quietly , sings at concerts ,"
"425",1661,"drives out at five every day , and returns at seven sharp for"
"426",1661,"dinner . seldom goes out at other times , except when she sings ."
"427",1661,"has only one male visitor , but a good deal of him . he is dark ,"
"428",1661,"handsome , and dashing , never calls less than once a day , and"
"429",1661,"often twice . he is a mister godfrey norton , of the inner temple . see"
"430",1661,"the advantages of a cabman as a confidant . they had driven him"
"431",1661,"home a dozen times from serpentinemews , and knew all about him ."
"432",1661,"when i had listened to all they had to tell , i began to walk up"
"433",1661,"and down near briony lodge once more , and to think over my plan"
"434",1661,"of campaign ."
"435",1661,"this godfrey norton was evidently an important factor in the"
"436",1661,"matter . he was a lawyer . that sounded ominous . what was the"
"437",1661,"relation between them , and what the object of his repeated"
"438",1661,"visits was she his client , his friend , or his mistress if the"
"439",1661,"former , she had probably transferred the photograph to his"
"440",1661,"keeping . if the latter , it was less likely . on the issue of this"
"441",1661,"question depended whether i should continue my work at briony"
"442",1661,"lodge , or turn my attention to the gentlemans chambers in the"
"443",1661,"temple . it was a delicate point , and it widened the field of my"
"444",1661,"inquiry . i fear that i bore you with these details , but i have to"
"445",1661,"let you see my little difficulties , if you are to understand the"
"446",1661,"situation ."
"447",1661,"i am following you closely , i answered ."
"448",1661,"i was still balancing the matter in my mind when a hansom cab"
"449",1661,"drove up to briony lodge , and a gentleman sprang out . he was a"
"450",1661,"remarkably handsome man , dark , aquiline , and moustached evidently"
"451",1661,"the man of whom i had heard . he appeared to be in a"
"452",1661,"great hurry , shouted to the cabman to wait , and brushed past the"
"453",1661,"maid who opened the door with the air of a man who was thoroughly"
"454",1661,"at home ."
"455",1661,"he was in the house about half an hour , and i could catch"
"456",1661,"glimpses of him in the windows of the sittingroom , pacing up and"
"457",1661,"down , talking excitedly , and waving his arms . of her i could see"
"458",1661,"nothing . presently he emerged , looking even more flurried than"
"459",1661,"before . as he stepped up to the cab , he pulled a gold watch from"
"460",1661,"his pocket and looked at it earnestly , drive like the devil , he"
"461",1661,"shouted , first to gross hankeys in regent street , and then to"
"462",1661,"the church of st . monica in the edgeware road . half a guinea if"
"463",1661,"you do it in twenty minutes !"
"464",1661,"away they went , and i was just wondering whether i should not do"
"465",1661,"well to follow them when up the lane came a neat little landau ,"
"466",1661,"the coachman with his coat only halfbuttoned , and his tie under"
"467",1661,"his ear , while all the tags of his harness were sticking out of"
"468",1661,"the buckles . it hadnt pulled up before she shot out of the hall"
"469",1661,"door and into it . i only caught a glimpse of her at the moment ,"
"470",1661,"but she was a lovely woman , with a face that a man might die for ."
"471",1661,"the church of st . monica , john , she cried , and half a"
"472",1661,"sovereign if you reach it in twenty minutes ."
"473",1661,"this was quite too good to lose , watson . i was just balancing"
"474",1661,"whether i should run for it , or whether i should perch behind her"
"475",1661,"landau when a cab came through the street . the driver looked"
"476",1661,"twice at such a shabby fare , but i jumped in before he could"
"477",1661,"object . the church of st . monica , said i , and half a sovereign"
"478",1661,"if you reach it in twenty minutes . it was twentyfive minutes to"
"479",1661,"twelve , and of course it was clear enough what was in the wind ."
"480",1661,"my cabby drove fast . i dont think i ever drove faster , but the"
"481",1661,"others were there before us . the cab and the landau with their"
"482",1661,"steaming horses were in front of the door when i arrived . i paid"
"483",1661,"the man and hurried into the church . there was not a soul there"
"484",1661,"save the two whom i had followed and a surpliced clergyman , who"
"485",1661,"seemed to be expostulating with them . they were all three"
"486",1661,"standing in a knot in front of the altar . i lounged up the side"
"487",1661,"aisle like any other idler who has dropped into a church ."
"488",1661,"suddenly , to my surprise , the three at the altar faced round to"
"489",1661,"me , and godfrey norton came running as hard as he could towards"
"490",1661,"me ."
"491",1661,"thank god , he cried . youll do . come ! come !"
"492",1661,"what then i asked ."
"493",1661,"come , man , come , only three minutes , or it wont be legal ."
"494",1661,"i was halfdragged up to the altar , and before i knew where i was"
"495",1661,"i found myself mumbling responses which were whispered in my ear ,"
"496",1661,"and vouching for things of which i knew nothing , and generally"
"497",1661,"assisting in the secure tying up of irene adler , spinster , to"
"498",1661,"godfrey norton , bachelor . it was all done in an instant , and"
"499",1661,"there was the gentleman thanking me on the one side and the lady"
"500",1661,"on the other , while the clergyman beamed on me in front . it was"
"501",1661,"the most preposterous position in which i ever found myself in my"
"502",1661,"life , and it was the thought of it that started me laughing just"
"503",1661,"now . it seems that there had been some informality about their"
"504",1661,"license , that the clergyman absolutely refused to marry them"
"505",1661,"without a witness of some sort , and that my lucky appearance"
"506",1661,"saved the bridegroom from having to sally out into the streets in"
"507",1661,"search of a best man . the bride gave me a sovereign , and i mean"
"508",1661,"to wear it on my watchchain in memory of the occasion ."
"509",1661,"this is a very unexpected turn of affairs , said i and what"
"510",1661,"then"
"511",1661,"well , i found my plans very seriously menaced . it looked as if"
"512",1661,"the pair might take an immediate departure , and so necessitate"
"513",1661,"very prompt and energetic measures on my part . at the church"
"514",1661,"door , however , they separated , he driving back to the temple , and"
"515",1661,"she to her own house . i shall drive out in the park at five as"
"516",1661,"usual , she said as she left him . i heard no more . they drove"
"517",1661,"away in different directions , and i went off to make my own"
"518",1661,"arrangements ."
"519",1661,"which are"
"520",1661,"some cold beef and a glass of beer , he answered , ringing the"
"521",1661,"bell . i have been too busy to think of food , and i am likely to"
"522",1661,"be busier still this evening . by the way , doctor , i shall want"
"523",1661,"your cooperation ."
"524",1661,"i shall be delighted ."
"525",1661,"you dont mind breaking the law"
"526",1661,"not in the least ."
"527",1661,"nor running a chance of arrest"
"528",1661,"not in a good cause ."
"529",1661,"oh , the cause is excellent !"
"530",1661,"then i am your man ."
"531",1661,"i was sure that i might rely on you ."
"532",1661,"but what is it you wish"
"533",1661,"when mistress turner has brought in the tray i will make it clear to"
"534",1661,"you . now , he said as he turned hungrily on the simple fare that"
"535",1661,"our landlady had provided , i must discuss it while i eat , for i"
"536",1661,"have not much time . it is nearly five now . in two hours we must"
"537",1661,"be on the scene of action . miss irene , or madame , rather , returns"
"538",1661,"from her drive at seven . we must be at briony lodge to meet her ."
"539",1661,"and what then"
"540",1661,"you must leave that to me . i have already arranged what is to"
"541",1661,"occur . there is only one point on which i must insist . you must"
"542",1661,"not interfere , come what may . you understand"
"543",1661,"i am to be neutral"
"544",1661,"to do nothing whatever . there will probably be some small"
"545",1661,"unpleasantness . do not join in it . it will end in my being"
"546",1661,"conveyed into the house . four or five minutes afterwards the"
"547",1661,"sittingroom window will open . you are to station yourself close"
"548",1661,"to that open window ."
"549",1661,"yes ."
